Sl. No.,smiles,Yield,product
Li_2_24,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(F)C=C(F)C=C3F.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,60,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(F)C=C(F)C(/C=C/C(OCC)=O)=C3F
D_2_32,O=S(CC1=C(F)C=CC=C1F)(OC2=C(C#N)C=CC=C2)=O.C=CC(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,71,O=S(CC1=C(F)C=CC(/C=C/C(OC)=O)=C1F)(OC2=C(C#N)C=CC=C2)=O
D_9_31,O=C(OC1=C(C#N)C=C(OC)C=C1)CC2=CC=CC=C2.C=CCCC1=CC=CC=C1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,43,O=C(OC1=C(C#N)C=C(OC)C=C1)CC2=CC=CC(/C=C/CCC3=CC=CC=C3)=C2
Yu_1_13,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC(C(F)(F)F)=CC=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,52,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC(C(F)(F)F)=CC(/C=C/C(OCC)=O)=C3
Yu_4_21,O=C(C(F)OC1=C(C#N)C=CC=C1)N(C)C2=CC(C)=CC=C2.C=CP(OCC)(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,76,O=C(C(F)OC1=C(C#N)C=CC=C1)N(C)C2=CC(C)=CC(/C=C/P(OCC)(OCC)=O)=C2
D_1_12,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC=C2.C=CC1=CC=CC([N+]([O-])=O)=C1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,61,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC(/C=C/C3=CC=CC([N+]([O-])=O)=C3)=C2
ZH_1_2,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=CC([H])=CC=C2C)=C1.C=CC(OCC)=O.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.O=[V](=O)O[V](=O)=O.C(CCl)Cl,54,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=CC(/C=C/C(OCC)=O)=CC=C2C)=C1
Li_2_10,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC=C(C)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,69,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC=C(C)C(/C=C/C(OCC)=O)=C3
Yu_2_22,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC=C3.CC#CC1=CC=CC=C1.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.F[Sb-](F)(F)(F)(F)F.[Ag+].CCC(O)=O.[O-]P(=O)([O-])[O-].[Ag+].[Ag+].[Ag+].ClCCCl,76,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC(/C(C4=CC=CC=C4)=C/C)=C3
Yu_1_4,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC=C(C)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,72,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC=C(C)C(/C=C/C(OCC)=O)=C3
Jin_1_42,N#CC(C=C(OC)C=C1)=C1OCCC2=CC=C(OC)C=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,66,N#CC(C=C(OC)C=C1)=C1OCCC2=CC=C(OC)C(/C=C/C(OCC)=O)=C2
Yu_9_7,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2CCC3=C2C=C([H])C(F)=C3)=O.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,58,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2CCC3=C2C=C(/C=C/C(OCC)=O)C(F)=C3)=O
D_1_36,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(Br)=C(F)C=C2.CC(OI(c1ccccc1)OC(C)=O)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.OC(C(F)(F)F)C(F)(F)F,59,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(Br)=C(F)C(OC(C)=O)=C2
D_1_30,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(Br)=C(F)C=C2.FC(F)(F)C(=O)O[I](OC(=O)C(F)(F)F)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,65,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(Br)=C(F)C(O)=C2
D_5_3,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CP(OCC)(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,55,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=C(/C=C/P(OCC)(OCC)=O)C=C2)=O
D_4_18,CC([Si](CC1=CC=CC=C1)(OC2=C(C#N)C=C(OC)C=C2)C(C)C)C.C=CC(N(C)C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].ClCCCl.FC(F)(F)CO,70,CC([Si](CC1=CC=CC(/C=C/C(N(C)C)=O)=C1)(OC2=C(C#N)C=C(OC)C=C2)C(C)C)C
Jin_1_15,O=C(OC(C)(C)C)N(CCOC1=C(C#N)C=C(OC)C=C1)C2=CC=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,74,O=C(OC(C)(C)C)N(CCOC1=C(C#N)C=C(OC)C=C1)C2=CC=CC=C2
Li_1_22,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=CC(C)=CC=C2.C=CC1=C(F)C(F)=C(F)C(F)=C1F.CC(O[Pd]OC(C)=O)=O.CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,90,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=CC(C)=CC(/C=C/C3=C(F)C(F)=C(F)C(F)=C3F)=C2
D_7_1,O=S(CC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.FC(F)(F)C(=O)O[I](OC(=O)C(F)(F)F)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.OC(C(F)(F)F)C(F)(F)F,74,O=S(CC1=CC=CC(O)=C1)(OC2=C(C#N)C=CC=C2)=O
Yu_7_12,FC1=CC=C(COC2=C(C(CC(C)C)(CC(C)C)C#N)C=C(C(C)(C)C)C=C2C(C)(C)C)C=C1.C=CC(OCC)=O.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,45,FC1=CC=C(COC2=C(C(CC(C)C)(CC(C)C)C#N)C=C(C(C)(C)C)C=C2C(C)(C)C)C=C1/C=C/C(OCC)=O
Li_1_11,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=CC=C(F)C=C2.C=CC(OCC)=O.CC(O[Pd]OC(C)=O)=O.CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,61,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=CC=C(F)C(/C=C/C(OCC)=O)=C2
Yu_1_6,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC=C(OC)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,77,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC=C(OC)C(/C=C/C(OCC)=O)=C3
Yu_7_16,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=C(C=CC=C3)C3=CC=C2)(C)C.C=CC(OCC)=O.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,79,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=C(C=CC=C3)C3=CC(/C=C/C(OCC)=O)=C2)(C)C
Yu_9_46,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C([H])C=C4)=O.CC1(C)C(C)(C)OB(O1)C2=CC(C(F)(F)F)=CC=C2.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].[F-].[Cs+].C(C(F)(F)F)(C(F)(F)F)O,60,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C(C5=CC(C(F)(F)F)=CC=C5)C=C4)=O
D_10_18,O=S(CC1=CC(F)=C(F)C=C1F)(OC2=C(C#N)C=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,45,O=S(CC1=CC(F)=C(F)C([Si](C)(C)C)=C1F)(OC2=C(C#N)C=CC(OC)=C2)=O
D_2_12,O=S(CC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(N(C)C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,78,O=S(CC1=CC=CC(/C=C/C(N(C)C)=O)=C1)(OC2=C(C#N)C=CC=C2)=O
Yu_4_47,O=C(C(F)OC1=CC=CC=C1)N(CCC2)C3=C2C=CC=C3C.CC(=O)OC(=O)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.O=C(OI(OC(C)=O)C1=CC=CC=C1)C.OC(C(F)(F)F)C(F)(F)F,52,O=C(C(F)OC1=CC=CC=C1)N(CCC2)C3=C2C=CC(/C=C/C(OCC)=O)=C3C
Yu_5_3,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=C(OC)C=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)[C@H](C(C)C)NC(C)=O.CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+].CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,92,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=C(OC)C=CC(/C=C/C(OCC)=O)=C2
Tan_1_10,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=CC(OC(C)=O)=CC=C2)=C1.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(CCl)Cl,73,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=CC(OC(C)=O)=CC(/C=C/C(OCC)=O)=C2)=C1
D_5_19,O=C(OC1=C(C#N)C=CC=C1)CCC2=CC=CC=C2.C=CS(=O)(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].C(C(F)(F)F)(C(F)(F)F)O.CC(Cl)Cl,55,O=C(OC1=C(C#N)C=CC=C1)CCC2=CC=CC(/C=C/S(=O)(C)=O)=C2
Li_3_35,O=C(N(C1=CC=CC=C1C(O)=O)C)C(OC)CC2=CC=CC=C2.C=CC1=C(F)C(F)=C(F)C(F)=C1F.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.CC(C)(C)C(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,76,O=C(N(C1=CC=CC=C1C(O)=O)C)C(OC)CC2=CC=CC(/C=C/C3=C(F)C(F)=C(F)C(F)=C3F)=C2
Yu_5_9,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=CC=C(Cl)C=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)[C@H](C(C)C)NC(C)=O.CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+].CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,84,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=CC=C(Cl)C(/C=C/C(OCC)=O)=C2
Jin_1_4,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC=C(OC)C=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,75,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC=C(OC)C(/C=C/C(OCC)=O)=C2
D_8_19,O=C(OC1=C(C#N)C=CC(OC)=C1)CCC2=C(Cl)C=CC=C2.BrC#C[Si](C(C)C)(C(C)C)C(C)C.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,69,O=C(OC1=C(C#N)C=CC(OC)=C1)CCC2=C(Cl)C=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C2
Yu_3_21,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=C(C)C=CC=C3.C=CC=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=CNCC(O)=O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,81,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=C(C)C=CC(/C=C/C=O)=C3
Jin_1_7,N#CC(C=C(OC)C=C1)=C1OCCOC2=CC=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,78,N#CC(C=C(OC)C=C1)=C1OCCOC2=CC=CC(/C=C/C(OCC)=O)=C2
Li_2_41,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC=CC=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=CNCC(O)=O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,78,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC=CC(/C=C/C(OCC)=O)=C3
Yu_9_27,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C([H])C=C4)=O.C=CC(OCCCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,74,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C(/C=C/C(OCCCC)=O)C=C4)=O
D_3_54,FC1=CC=C(CC(OC2=C(C#N)C=CC(OC)=C2)=O)C=C1.C=CC(OCC)=O.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.CC(C1=C(C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2)C(C(C)C)=CC(C(C)C)=C1)C.Cl[Cu]Cl.O=[V](=O)O[V](=O)=O.ClCCCl,56,O=C(OCC)/C=C/C1=CC(CC(OC2=C(C#N)C=CC(OC)=C2)=O)=CC=C1F
D_1_28,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(F)=CC=C2F.FC(F)(F)C(=O)O[I](OC(=O)C(F)(F)F)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,62,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(F)=CC(O)=C2F
