Sl. No.,smiles,Yield,product
D_3_14,O=S(CC1=CC=C(C)C=C1)(OC2=C(C#N)C=CC(OC)=C2)=O.C=CC(OCC)=O.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.CC(C1=C(C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2)C(C(C)C)=CC(C(C)C)=C1)C.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.O=[V](=O)O[V](=O)=O.ClCCCl,49,O=S(CC1=CC=C(C)C(/C=C/C(OCC)=O)=C1)(OC2=C(C#N)C=CC(OC)=C2)=O
Tan_1_15,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=C(C=CC=C3)C3=CC=C2)=C1.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(CCl)Cl,53,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=C(C=CC=C3)C3=CC(/C=C/C(OCC)=O)=C2)=C1
Yu_9_28,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C([H])C=C4)=O.C=CC(OCC1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,78,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C(/C=C/C(OCC5=CC=CC=C5)=O)C=C4)=O
Yu_1_6,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC=C(OC)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,77,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=CC=C(OC)C(/C=C/C(OCC)=O)=C3
Li_3_44,O=C(N(C1=CC=CC(F)=C1C(O)=O)C)CCC2=C(Cl)C=CC=C2.IC1=CC=CC=C1C(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.C(=O)([O-])[O-].[Ag+].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,52,O=C(N(C1=CC=CC(F)=C1C(O)=O)C)CCC2=C(Cl)C=CC(C3=C(C(OC)=O)C=CC=C3)=C2
D_10_8,O=S(CC1=CC(C)=CC=C1)(OC2=C(C#N)C(OC)=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,53,O=S(CC1=CC(C)=CC([Si](C)(C)C)=C1)(OC2=C(C#N)C(OC)=CC(OC)=C2)=O
Yu_6_9,O=C(N(C1=CC(OC)=CC=C1C#N)C2=C(C#N)C=CC(OC)=C2)CCC3=CC(C)=CC=C3.O=C(C1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1)OC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.F[P-](F)(F)(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,81,O=C(N(C1=CC(OC)=CC=C1C#N)C2=C(C#N)C=CC(OC)=C2)CCC3=CC(C)=CC(C4=CC=C(C(OC)=O)C=C4)=C3
Yu_9_3,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2CCC3=C2C=C([H])C=C3Cl)=O.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,67,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2CCC3=C2C=C(/C(C)=C\C(OCC)=O)C=C3Cl)=O
Jin_1_27,N#CC(C=C(OC)C=C1)=C1OCCCCCCC2=CC=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,71,N#CC(C=C(OC)C=C1)=C1OCCCCCCC2=CC=CC(/C=C/C(OCC)=O)=C2
Li_2_27,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=CC=C3.O=C(/C=C\C)OCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,60,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=CC(/C(C)=C/C(OCC)=O)=C3
Yu_8_23,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC=C3.O=C(/C=C\C(OC)=O)OC.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.FC(F)(C(O)=O)F.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.ClCCCl,68,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC(/C(C(OC)=O)=C/C(OC)=O)=C3
Jin_1_28,N#CC(C=C(OC)C=C1)=C1OCCCCCCCCC2=CC=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,68,N#CC(C=C(OC)C=C1)=C1OCCCCCCCCC2=CC=CC(/C=C/C(OCC)=O)=C2
D_7_23,O=S(CC1=CC(Br)=CC(OC(C)=O)=C1)(OC2=C(C#N)C=CC=C2)=O.CC(OI(OC(C)=O)C1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,55,O=S(CC1=CC(Br)=CC=C1)(OC2=C(C#N)C=CC=C2)=O
D_10_11,O=S(CC1=CC(Cl)=CC=C1)(OC2=C(C#N)C=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,48,O=S(CC1=CC(Cl)=CC([Si](C)(C)C)=C1)(OC2=C(C#N)C=CC(OC)=C2)=O
Li_3_11,O=C(N(C1=CC=CC(F)=C1C(O)=O)C)C(N2C(C(C=CC=C3)=C3C2=O)=O)CC4=CC=CC=C4.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.CC(C)(C)C(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,51,O=C(N(C1=CC=CC(F)=C1C(O)=O)C)C(N2C(C(C=CC=C3)=C3C2=O)=O)CC4=CC=CC(/C=C/C(OCC)=O)=C4
Li_3_40,O=C(N(C1=CC=CC(F)=C1C(O)=O)C)CCC2=CC=CC=C2.IC1=CC=CC=C1C(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.C(=O)([O-])[O-].[Ag+].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,77,O=C(N(C1=CC=CC(F)=C1C(O)=O)C)CCC2=CC=CC(C3=C(C(OC)=O)C=CC=C3)=C2
D_10_10,O=S(CC1=CC([Si](C)(C)C)=CC=C1)(OC2=C(C#N)C=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,54,O=S(CC1=CC([Si](C)(C)C)=CC([Si](C)(C)C)=C1)(OC2=C(C#N)C=CC(OC)=C2)=O
D_10_6,O=S(CC1=C(C)C=CC=C1)(OC2=C(C#N)C=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,51,O=S(CC1=C(C)C=CC([Si](C)(C)C)=C1)(OC2=C(C#N)C=CC(OC)=C2)=O
D_10_3,O=S(CC1=C(F)C=CC=C1F)(OC2=C(C#N)C=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,61,O=S(CC1=C(F)C=CC([Si](C)(C)C)=C1F)(OC2=C(C#N)C=CC(OC)=C2)=O
D_5_7,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.O=C(/C=C/C(OC)=O)OC.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,72,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=C(/C(C(OC)=O)=C\C(OC)=O)C=C2)=O
Yu_5_1,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=CC=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)[C@H](C(C)C)NC(C)=O.CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+].CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,82,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=CC=CC(/C=C/C(OCC)=O)=C2
Yu_3_18,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=CC(C)=CC=C3.C=CP(OCC)(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=CNCC(O)=O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,65,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=CC(C)=CC(/C=C/P(OCC)(OCC)=O)=C3
Yu_7_1,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC=CC=C2)(C)C.C=CC(OCC)=O.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,55,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC=CC(/C=C/C(OCC)=O)=C2)(C)C
Yu_6_22,O=C(N(C1=CC(OC)=CC=C1C#N)C2=C(C#N)C=CC(OC)=C2)CCC3=C(C)C=CC=C3.CC(O1)(C)C(C)(C)OB1C2=CC=CC(C(F)(F)F)=C2.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.F[P-](F)(F)(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,75,O=C(N(C1=CC(OC)=CC=C1C#N)C2=C(C#N)C=CC(OC)=C2)CCC3=C(C)C=CC(C4=CC(C(F)(F)F)=CC=C4)=C3
Li_2_22,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=C(Br)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,77,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=C(Br)C(/C=C/C(OCC)=O)=C3
Yu_2_4,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CC(C)C3=C(OC)C=CC=C3.C1(C#CC2=CC=CC=C2)=CC=CC=C1.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.F[Sb-](F)(F)(F)(F)F.[Ag+].CCC(O)=O.[O-]P(=O)([O-])[O-].[Ag+].[Ag+].[Ag+].ClCCCl,83,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CC(C)C3=C(OC)C=CC(/C(C4=CC=CC=C4)=C/C5=CC=CC=C5)=C3
D_3_4,O=S(CC1=C(C)C=CC=C1)(OC2=C(C#N)C=CC(OC)=C2)=O.C=CC(OCC)=O.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.CC(C1=C(C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2)C(C(C)C)=CC(C(C)C)=C1)C.Cl[Cu]Cl.O=[V](=O)O[V](=O)=O.ClCCCl,69,O=S(CC1=C(C)C=CC(/C=C/C(OCC)=O)=C1)(OC2=C(C#N)C=CC(OC)=C2)=O
Li_2_30,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=CC=C3.O=C(C1=CCCC1)OC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,87,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=CC(C4C(C(OC)=O)=CCC4)=C3
D_7_29,O=S(CC1=C(F)C=CC=C1F)(OC2=C(C#N)C=CC=C2)=O.CC(OI(OC(C)=O)C1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,51,O=S(CC1=C(F)C=CC(OC(C)=O)=C1F)(OC2=C(C#N)C=CC=C2)=O
Li_1_21,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=CC(C)=CC=C2.O=C(C1=CCCC1)OC.CC(O[Pd]OC(C)=O)=O.CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,85,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=CC(C)=CC(C3C(C(OC)=O)=CCC3)=C2
D_2_38,O=S(CC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.O=C/C=C\C1=CC=CC=C1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,54,O=S(CC1=CC=CC(/C(C2=CC=CC=C2)=C/C=O)=C1)(OC3=C(C#N)C=CC=C3)=O
Yu_9_44,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C([H])C=C4)=O.CC1(C)C(C)(C)OB(O1)C2=CC=C(Cl)C=C2.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].[F-].[Cs+].C(C(F)(F)F)(C(F)(F)F)O,43,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C(C5=CC=C(Cl)C=C5)C=C4)=O
Jin_1_5,ClC1=CC=C(CCCOC2=C(C#N)C=C(OC)C=C2)C=C1.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,79,ClC1=CC=C(CCCOC2=C(C#N)C=C(OC)C=C2)C=C1/C=C/C(OCC)=O
D_2_45,O=S(CC1=CC(/C=C/C(C)=O)=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,92,O=S(CC1=CC(/C=C/C(C)=O)=CC(/C=C/C(OCC)=O)=C1)(OC2=C(C#N)C=CC=C2)=O
D_2_54,O=S(CC1=CC(/C=C/C(OC)=O)=C(F)C=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,79,O=S(CC1=CC(/C=C/C(OC)=O)=C(F)C(/C=C/C(C)=O)=C1)(OC2=C(C#N)C=CC=C2)=O
D_5_4,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(N(C)C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,51,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=C(/C=C/C(N(C)C)=O)C=C2)=O
D_1_3,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC=C2.C=CC(OCC1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,68,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC(/C=C/C(OCC3=CC=CC=C3)=O)=C2
Yu_7_23,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC(C)=CC=C2)(C)C.O=C(/C=C\CC)OC.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,81,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC(C)=CC(/C(CC)=C/C(OC)=O)=C2)(C)C
D_1_6,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC=C2.C=CS(=O)(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,78,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC(/C=C/S(=O)(C)=O)=C2
Yu_1_10,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=C(Cl)C=CC=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,88,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=C(Cl)C=CC(/C=C/C(OCC)=O)=C3
D_1_25,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=C(C)C=C2.FC(F)(F)C(=O)O[I](OC(=O)C(F)(F)F)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,71,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=C(C)C(O)=C2
D_5_12,O=S(CCC1=CC(Br)=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,56,O=S(CCC1=CC(Br)=CC=C1)(OC2=C(C#N)C=C(/C=C/C(OCC)=O)C=C2)=O
Tan_1_2,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=C(Br)C=CC=C2)=C1.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(CCl)Cl,46,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=C(Br)C=CC(/C=C/C(OCC)=O)=C2)=C1
Li_1_5,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=C(Cl)C=CC=C2.C=CC(OCC)=O.CC(O[Pd]OC(C)=O)=O.CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,41,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=C(Cl)C=CC(/C=C/C(OCC)=O)=C2
Yu_3_15,O=C(N(C1=C(C#N)C=CC=C1)C2=C(C#N)C=CC=C2)C(C)(C)C3=CC=C(Cl)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=CNCC(O)=O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,60,O=C(N(C1=C(C#N)C=CC=C1)C2=C(C#N)C=CC=C2)C(C)(C)C3=CC=C(Cl)C(/C=C/C(OCC)=O)=C3
D_3_15,O=S(CC1=CC=C(F)C=C1)(OC2=C(C#N)C=CC(OC)=C2)=O.C=CC(OCC)=O.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.CC(C1=C(C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2)C(C(C)C)=CC(C(C)C)=C1)C.Cl[Cu]Cl.O=[V](=O)O[V](=O)=O.ClCCCl,61,O=S(CC1=CC=C(F)C(/C=C/C(OCC)=O)=C1)(OC2=C(C#N)C=CC(OC)=C2)=O
Li_1_4,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=C(Br)C=CC=C2.C=CC(OCC)=O.CC(O[Pd]OC(C)=O)=O.CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,50,O=C(C1=C(C#N)C=CC=C1)N(C)CCC2=C(Br)C=CC=C2
