Sl. No.,smiles,Yield,product
Yu_8_1,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC=CC=C3.C=CC(OCC)=O.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.FC(F)(C(O)=O)F.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.ClCCCl,65,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC=CC(/C=C/C(OCC)=O)=C3
Yu_7_25,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC(C)=CC=C2)(C)C.O=C(/C=C/C(OC)=O)OC.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,80,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC(C)=CC(/C(C(OC)=O)=C\C(OC)=O)=C2)(C)C
Jin_1_43,N#CC(C=C(OC)C=C1)=C1OCCC2=CC(C)=CC=C2C.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,86,N#CC(C=C(OC)C=C1)=C1OCCC2=CC(C)=CC(/C=C/C(OCC)=O)=C2C
Li_2_39,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(C)C(C)=CC=C3.CC(=O)OC(=O)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)OI(C1=CC=CC=C1)OC(=O)C.OC(C(F)(F)F)C(F)(F)F,54,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(C)C(C)=CC(OC(C)=O)=C3
Li_3_54,O=C(N(C)C1=CC=CC(F)=C1C(O)=O)C(C=CC=C2)=C2C3=CC=CC=C3.IC1=CC=CC=C1C(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.C(=O)([O-])[O-].[Ag+].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,64,O=C(N(C)C1=CC=CC(F)=C1C(O)=O)C(C=CC=C2)=C2C3=CC(C4=C(C(OC)=O)C=CC=C4)=CC=C3
Yu_9_23,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2CC(C[C@@](NC3=O)([H])C(N4[C@@]3([H])CCC4)=O)C5=C2C=C([H])C=C5)=O.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,72,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2CC(C[C@@](NC3=O)([H])C(N4[C@@]3([H])CCC4)=O)C5=C2C=C(/C=C/C(OCC)=O)C=C5)=O
D_8_40,O=C(OC1=C(C#N)C=CC(OC)=C1)CCC2=CC=CC=C2.BrC#CC1(O[Si](C)(C)C)C(C(C)C)CC(C)CC1.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,70,O=C(OC1=C(C#N)C=CC(OC)=C1)CCC2=CC=CC(C#CC3(O[Si](C)(C)C)C(C(C)C)CC(C)CC3)=C2
D_2_41,O=S(CC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.O=C(C1=CCCCC1)OC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,64,O=S(CC1=CC=CC(C2C(C(OC)=O)=CCCC2)=C1)(OC3=C(C#N)C=CC=C3)=O
Yu_2_23,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC=C3.CCC#CC1=CC=CC=C1.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.F[Sb-](F)(F)(F)(F)F.[Ag+].CCC(O)=O.[O-]P(=O)([O-])[O-].[Ag+].[Ag+].[Ag+].ClCCCl,73,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC(/C(C4=CC=CC=C4)=C/CC)=C3
Li_2_10,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC=C(C)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,69,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC=C(C)C(/C=C/C(OCC)=O)=C3
Li_3_31,O=C(N(C1=CC=CC=C1C(O)=O)C)CCC2=C(OC)C=CC=C2.C=CC1=C(F)C(F)=C(F)C(F)=C1F.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.CC(C)(C)C(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,64,O=C(N(C1=CC=CC=C1C(O)=O)C)CCC2=C(OC)C=CC(/C=C/C3=C(F)C(F)=C(F)C(F)=C3F)=C2
D_8_33,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C(F)(F)F)=CC=C2.BrC#C[Si](C(C)C)(C(C)C)C(C)C.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,82,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C(F)(F)F)=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C2
D_2_8,O=S(CC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,73,O=S(CC1=CC=CC(/C=C/C(C)=O)=C1)(OC2=C(C#N)C=CC=C2)=O
Jin_1_37,N#CC(C=C(OC)C=C1)=C1OCCC2=CC=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,79,N#CC(C=C(OC)C=C1)=C1OCCC2=CC=CC(/C=C/C(OCC)=O)=C2
Yu_1_19,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=C(Br)C=CC=C3.C/C=C\C(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,61,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=C(Br)C=CC(/C(C)=C/C(OC)=O)=C3
Yu_6_22,O=C(N(C1=CC(OC)=CC=C1C#N)C2=C(C#N)C=CC(OC)=C2)CCC3=C(C)C=CC=C3.CC(O1)(C)C(C)(C)OB1C2=CC=CC(C(F)(F)F)=C2.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.F[P-](F)(F)(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,75,O=C(N(C1=CC(OC)=CC=C1C#N)C2=C(C#N)C=CC(OC)=C2)CCC3=C(C)C=CC(C4=CC(C(F)(F)F)=CC=C4)=C3
Yu_5_6,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=CC(OC)=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)[C@H](C(C)C)NC(C)=O.CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+].CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,41,O=C(N(C)CCOC1=C(C#N)C=CC=C1)C2=CC(OC)=CC(/C=C/C(OCC)=O)=C2
D_8_19,O=C(OC1=C(C#N)C=CC(OC)=C1)CCC2=C(Cl)C=CC=C2.BrC#C[Si](C(C)C)(C(C)C)C(C)C.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,69,O=C(OC1=C(C#N)C=CC(OC)=C1)CCC2=C(Cl)C=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C2
